key,enValue,enValid,frValue,frValid
editor.changeLang.modal,"Are you sure you want to switch languages? Unsaved changes may be lost.",1,"Voulez-vous vraiment changer de langue? Toute modification non enregistrée sera perdue.",1
editor.frenchConfig,View French Config,1,Afficher la configuration en français,1
editor.englishConfig,View English Config,1,Afficher la configuration en anglais,1
editor.returnToLanding,Return to Landing,1,Retour à la page d’accueil,1
editor.image.delete,Delete Image,1,Supprimer l'image,1
editor.image.label.drag,Drag your images here,1,Faites glisser vos images ici,1
editor.image.label.caption,Caption,1,Légende,1
editor.image.reorder,Click and drag to reorder images,1,Cliquez sur les images et faites-les glisser pour changer l’ordre.,1
editor.image.altTag,Alt tag,1,Texte de remplacement,1
editor.image.slideshowCaption,Slideshow Caption,1,Légende du diaporama,1
editor.image.loadingError,An error occurred when trying to load image,1,Une erreur est survenue lors du chargement de l’image.,1
editor.video.title,Video Title,1,Titre de la vidéo,1
editor.video.label.drag,Drag your video file here,1,Glissez votre fichier vidéo ici,1
editor.video.label.captions,Video Captions,1,Sous-titres,1
editor.video.label.transcript,Video Transcript,1,Transcription,1
editor.video.label.upload,Upload,1,Télécharger,1
editor.video.delete,Delete Video,1,Supprimer la vidéo,1
editor.video.pasteUrl,Paste the URL to a video,1,Collez l'url d'une vidéo,0
editor.chart.delete,Delete Chart,1,Supprimer le graphique,1
editor.chart.label.name,Name,1,Nom,1
editor.chart.label.edit,Edit,1,Éditer,1
editor.chart.label.empty,Empty,1,Vide,1
editor.chart.label.create,Add new chart,1,Ajouter un nouveau graphique,1
editor.chart.label.info,Interactive chart,1,Graphique interactif,0
editor.chart.label.nameExists,There is already an existing chart with the name {name}.,1,Il existe déjà un graphique portant le nom {name}.,0
editor.chart.label.info,Interactive charts ({num}),1,Graphiques interactifs ({num}),1
editor.chart.delete.confirm,Are you sure you want to delete the chart {name}?,1,Voulez-vous vraiment supprimer le graphique {nom}?,1
editor.map.title,Map title,1,Titre de la carte,1
editor.map.edit.cancel,Cancel editing,1,Annuler les modifications,1
editor.map.edit,Map editor,1,Éditeur de carte,1
editor.map.label.name,Map config name,1,Nom de la configuration de la carte,1
editor.map.label.create,Create New Configuration File,1,Créer un nouveau fichier de configuration,1
editor.map.label.edit,Edit Map Configuration,1,Modifier la configuration de la carte,1
editor.map.scrollguard.enable,Enable scrollguard,1,Activer le contrôle du défilement,1
editor.map.timeslider.enable,Enable Time Slider:,1,Activer le curseur temporel:,1
editor.map.timeslider.edit,Edit Time Slider Config,1,Modifier la configuration du curseur temporel,1
editor.map.timeslider.range,Range:,1,Tranche:,1
editor.map.timeslider.start,Start:,1,Début:,1
editor.map.timeslider.attribute,Attribute:,1,Caractéristique:,1
editor.map.timeslider.layers,(OPTIONAL) Comma separated Layer IDs:,1,(FACULTATIF) ID de couche séparés par des virgules :,0
editor.map.timeslider.to,to,1,à,1
editor.map.timeslider.warning,⚠️Warning! Please ensure that:,1,⚠️Avertissement! Veuillez vous assurer de ce qui suit:,1
editor.map.timeslider.warning.bullet1,All range and start values are positive integers.,1,Toutes les valeurs de la tranche et du début sont des nombres entiers positifs.,1
editor.map.timeslider.warning.bullet2,The "to" value is greater than or equal to the "from" value.,1,La valeur « À » est supérieure ou égale à la valeur « De ».,1
editor.map.timeslider.warning.end,"Otherwise, your time slider config cannot be saved.",1,Autrement, la configuration du curseur temporel ne pourra pas être enregistrée.,1
editor.slideshow.label.info,Slideshow items ({num}),1,Éléments du diaporama ({num}),0
editor.slideshow.label.create,Add new item,1,Ajoute un nouvel objet,0
editor.slideshow.label.edit,Edit existing item,1,Modifier un élément existant,0
editor.slideshow.label.type,Type,1,Type,0
editor.slideshow.label.add,Add,1,Ajouter,1
editor.slideshow.label.slideNumber,Slide Number,1,Numéro de diapositive,0
editor.slides.title,SLIDES,1,DIAPOSITIVES,1
editor.slides.addSlide,"New Slide",1,Nouvelle diapositive,1
editor.slides.copyFromLang,"Copy slides from the other language",1,"Copier les diapositives de l’autre langue",1
editor.slides.deleteSlide.confirm,"Are you sure you want to delete the slide {title}?",1,"Voulez-vous vraiment supprimer la diapositive {titre}?",1
editor.slides.changeSlide.confirm,"Are you sure you want to change the slide {title}? All unsaved progress will be lost.",1,"Voulez-vous vraiment modifier la diapositive {titre}? Toute modification non enregistrée sera perdue.",1
editor.slides.makeFull,Make the right panel the full slide,1,Mettre la diapositive complète dans le panneau de droite,1
editor.slides.centerPanel,Center panel content,1,Contenu de la diapositive centrale,0
editor.slides.centerSlide,Center slide content,1,Contenu du panneau central,0
editor.slides.copyAll,Copy all,1,Copier tout,1
editor.slides.copyAll.confirm,Are you sure you want to copy all slides?,1,Êtes-vous sûr de vouloir copier toutes les diapositives ?,0
editor.slides.copy,Copy,1,Copier,1
editor.slides.slide,Slide,1,Diapositive,1
editor.slides.previousSlide,Previous slide,1,Diapositive précédente,1
editor.slides.nextSlide,Next slide,1,Diapositive suivante,1
editor.slides.leftPanel,Left panel,1,Panneau de gauche,1
editor.slides.rightPanel,Right panel,1,Panneau de droite,1
editor.slides.fullscreenPanel,Fullscreen panel,1,Panneau plein écran,1
editor.slides.slideTitle,Slide Title,1,Titre de la diapositive,0
editor.slides.addSlideTitle,Add a title,1,Ajoutez un titre,0
editor.slides.advanced,Advanced,1,Avancé,0
editor.slides.advanced.good,Configuration adheres to Storylines schema.,1,La configuration adhère au schéma Storylines.,0
editor.slides.advanced.broken,This configuration violates the Storylines schema.,1,Cette configuration viole le schéma Storylines.,0
editor.slides.advanced.details,Click here for more details.,1,Cliquez ici pour plus de détails.,0
editor.slides.advanced.error,This configuration contains one or more errors. Leaving it as-is may cause unexpected behaviour in the editor and published product.,1,Cette configuration contient une ou plusieurs erreurs. La laisser telle quelle peut entraîner un comportement inattendu dans l'éditeur et dans le produit publié.,0
editor.slides.contentType,Content type,1,Type de contenu,1
editor.slides.content,Content,1,Contenu,1
editor.slides.select,Please select a slide to edit,1,Veuillez sélectionner une diapositive à modifier,1
editor.slides.panel.body,Panel body,1,Corps du panneau,1
editor.slides.panel.title,Panel title,1,Titre du panneau,1
editor.slides.intro,Intro subtitle,1,Sous-titre de l’introduction,1
editor.slides.title,Intro title,1,Titre de l’introduction,1
editor.slides.includeInToc,Include in table of contents,1,Inclure dans la table des matières,0
editor.slide.untitled,Untitled slide,1,Diapositive sans titre,0
editor.slide.copy.success,Slide copied successfully!,1,Diapositive copiée avec succès !,0
editor.tocOrientation,Table of Contents Orientation,1,Orientation de la table des matières,0
editor.tocOrientation.info,The table of contents orientation will be set to vertical in mobile view.,1,L'orientation de la table des matières sera définie sur verticale en vue mobile.,0
editor.tocOrientation.vertical,Vertical,1,Vertical,0
editor.tocOrientation.horizontal,Horizontal,1,Horizontal,0
editor.returnTop,Include return to top navigation,1,Inclure le retour en haut de la navigation,0
editor.landing.greeting,Hello,1,Bonjour,1
editor.month.january,January,1,Janvier,0
editor.month.february,February,1,Février,0
editor.month.march,March,1,Mars,0
editor.month.april,April,1,Avril,0
editor.month.may,May,1,Mai,0
editor.month.june,June,1,Juin,0
editor.month.july,July,1,Juillet,0
editor.month.august,August,1,Août,0
editor.month.september,September,1,Septembre,0
editor.month.october,October,1,Octobre,0
editor.month.november,November,1,Novembre,0
editor.month.december,December,1,Décembre,0
help.title,Help,1,Aide,1
help.search,Search Help,1,Aide à la recherche,1
help.section.expand,Expand section,1,Développer une section,1
help.section.collapse,Collapse section,1,Réduire une section,1
help.noResults,Nothing is found. Please try a different search.,1,Aucun résultat. Veuillez essayer une autre recherche.,1
